stops_link,distance
99973216_99970356,0.466
138094_125126,0.1711
36096_99971397,0.207
999861_999862,0.224
145014_121010,0.3772
67030_67028,0.5398
22060_21950,0.8802
64052_64054,0.1565
99972075_99971509,0.2801
144064_99970315,0.282
37064_37092,0.7341
73192_99969873,0.162
75075_75077,0.2951
117124_117102,0.2
69064_69386,0.2178
159128_159302,0.362
99971353_102074,0.1461
83060_83062,0.1444
131062_99971660,0.232
95069_94088,0.1802
66182_66612,0.5794
109028_109036,0.5688
99970710_21096,0.1215
99477_99520,0.2236
73152_72232,0.2358
72078_72262,0.206
56002_56004,0.4129
999743_107308,0.165
93012_93010,0.202
102132_115194,0.5702
99973363_85004,0.1227
85258_85260,0.2432
40300_40924,0.2561
72216_72218,0.0967
66305_99971841,0.2336
120058_144028,0.2199
70358_70216,0.256
128010_128012,0.1606
144038_144040,0.1407
99971800_99971797,0.2353
99972492_99972493,0.2309
114138_114132,0.2121
70248_69270,0.5019
64094_64024,0.1957
99972450_10266,0.4635
71250_71252,0.1776
107334_107062,0.2473
84194_84198,0.122
66448_66352,0.1312
99900_99126,0.1651
146186_146188,0.1765
107142_99971145,0.3351
158100_99971843,0.1154
105098_99971802,0.2163
62092_62094,0.2355
66248_66288,0.2409
149031_149033,0.3673
99972800_99972801,0.318
121076_121078,0.2062
94019_103032,0.1107
130112_130114,0.3444
32070_32072,0.2821
60146_60240,0.2138
105246_105248,0.107
102210_102296,0.2032
89008_89010,0.1662
96072_86077,0.3198
99971650_134004,0.5466
102009_103172,0.3771
99970836_138008,0.2931
72270_72078,0.3343
99972744_99972745,0.42
129956_99972040,0.2997
85030_85032,0.1749
128190_128048,0.2525
40208_40900,0.6038
99972230_169032,0.4134
99972446_41016,0.8226
85440_85436,0.2
165038_99972301,0.3045
61054_61056,0.1613
67190_67188,0.1529
164038_164016,0.5924
103136_99972088,0.0782
107026_107028,0.137
33016_33017,0.1586
147028_147040,0.305
176120_176222,0.2447
99970406_99970407,0.189
48004_48002,0.3157
99970079_99970080,0.6865
78514_78516,0.102
99972299_99972305,0.1539
191013_190058,0.5394
66336_66408,0.1239
99972779_99972512,0.4736
44022_44020,0.1361
78064_78066,0.1775
99973388_99973386,0.3093
99971547_64010,0.7685
105236_105238,0.159
158102_148016,0.12
144052_99972972,0.1937
53134_60082,0.1538
59226_59230,0.2197
182026_182022,0.538
84172_84174,0.3049
83098_99970099,0.146
67154_67157,0.2356
111_58,4.7528
138086_138084,0.2363
78524_77460,0.2422
48144_48170,0.2012
120050_120052,0.0914
60102_60098,0.2677
56082_99972655,0.2542
71096_71098,0.5738
48194_48098,0.1438
74117_74119,0.1509
70048_70044,0.1644
44078_39070,0.2639
59075_59076,0.1855
72024_72264,0.3411
130114_130218,0.1921
83034_83032,0.198
99972454_99972458,0.7993
68138_68306,0.2532
52074_52072,0.2714
164024_164010,0.1783
94015_99972132,0.17
72234_72236,0.1592
122200_122202,0.2687
166900_99972500,6.2133
58022_58024,0.1308
68160_68340,0.3138
61030_61032,0.4378
98232_99972282,0.125
107060_107058,0.1399
999928_77166,0.345
80236_80238,0.108
176102_176104,0.1826
144078_144080,0.1542
105464_105478,0.202
88112_88005,0.484
74262_64052,0.6609
87024_87026,0.1634
32045_32044,0.3251
999987_999903,0.14
81136_82006,0.1794
21046_21042,0.2369
99262_99264,0.1302
152018_152016,0.2449
32004_32006,0.3261
69308_69310,0.1363
86085_85456,0.3889
85054_85052,0.1512
70292_70294,0.1751
176116_176120,0.9392
92086_92088,0.121
81090_81086,0.236
99430_99110,0.0981
54510_46216,0.1391
56040_56093,0.1066
14038_14040,0.2418
79104_79240,0.154
99973026_99973027,0.3375
134015_134106,0.4928
99972533_99972518,0.6513
120064_120066,0.1707
153036_153132,0.5184
100154_100060,0.098
99972351_148006,0.1629
74056_74058,0.229
10008_10006,0.6932
99970369_133006,0.2297
129282_129298,0.0813
120122_120068,0.118
144082_144084,0.1393
97250_97174,0.152
131020_131022,0.3125
99460_99458,0.227
72152_86176,0.2642
77198_77200,0.1177
134014_134016,0.2787
78014_78012,0.239
144096_144097,0.0576
59258_59242,0.5288
99438_99436,0.1535
83158_83160,0.227
41013_999813,0.2645
107216_86106,0.1765
97088_97090,0.146
100115_100024,0.3
153033_153035,0.2841
165038_165055,0.2857
99972741_99972742,0.2837
22030_15060,0.5433
106172_106174,0.2767
1000021_72158,0.3582
40158_40930,0.1727
129206_99971541,0.3476
99970323_99971281,0.4162
129096_129098,0.1452
131152_131040,0.1362
158192_158194,0.139
152022_152018,0.2632
82009_99970052,0.1425
106042_106446,0.202
99972530_99972531,0.2617
77200_99972974,0.5455
48026_48040,0.3914
99358_99360,0.1079
58030_58032,0.1737
153017_153015,0.2256
60034_60042,0.281
99973269_85381,0.2076
99970913_68044,0.2371
99972146_99970886,0.2834
71342_71132,0.1811
166110_99971273,0.1912
32042_32040,0.2181
66352_66554,0.2281
166100_166096,0.165
26032_26034,0.5167
85368_85370,0.191
176066_99972055,0.2111
99973329_133128,0.2875
68022_68024,0.2125
26048_26046,0.1746
128008_128010,0.2921
68244_68242,0.2878
99972903_146900,1.2157
107110_107108,0.117
109020_88098,0.4455
154018_154020,0.3256
99972907_99972908,1.182
99970424_99970426,0.4955
171002_129240,0.2891
52222_52002,0.2476
55086_55084,0.141
79364_79366,0.1807
41150_41106,0.2655
136048_136050,0.108
79442_79126,0.1695
99971972_129010,0.256
37054_99972213,0.2996
57214_57050,0.2079
78300_78304,0.2182
111032_111034,0.2476
42054_42056,0.1819
136008_136150,0.1698
58032_58034,0.1793
80298_80302,0.2293
99970455_99971141,0.3762
158420_158180,0.1371
99971844_99971888,0.2222
123900_123020,0.7602
82140_82141,0.1468
99972908_99972909,0.2391
99972686_99972938,0.5013
99973375_77538,0.1501
79340_79342,0.1301
137048_137007,0.217
100124_100148,0.2066
104054_104050,0.1232
99973270_99972454,0.7717
99970480_99970482,0.4641
69158_69160,0.0674
66428_99971935,0.2322
67010_99971933,0.1733
148016_158420,0.2681
158410_99970901,0.3317
999857_999858,0.3441
74048_75068,0.2924
105474_105002,0.1669
71102_71104,0.1855
158258_158260,0.1016
99971155_158408,0.5186
99972625_99972623,0.3892
99970876_99970877,0.111
102170_99970779,0.1919
130110_130185,0.127
101096_102218,0.4279
78264_78266,0.1893
99970779_99971906,0.3859
59332_60318,0.3672
99970995_94060,0.0932
99971659_131020,0.2149
99972828_99972829,0.5252
115186_115082,0.138
99052_99054,0.1315
119002_96102,0.3719
103098_103097,0.1061
146106_146398,0.1693
149016_149018,0.155
113180_113030,0.207
56074_56097,0.2278
99972894_158234,0.2395
133095_133124,0.3161
59340_59342,0.2201
62094_62096,0.3033
124064_124062,0.079
97126_97128,0.1756
99971174_108062,0.1782
176154_176157,0.2302
99972639_99973306,0.4082
99971392_99971333,0.186
74030_74003,0.1433
121001_121165,0.2091
93048_99971063,0.104
32017_32020,0.2123
42062_42058,0.3416
101006_101468,0.1495
176192_176036,0.1014
770045_136016,0.1116
101018_101020,0.1591
57248_57250,0.2864
60112_60113,0.1868
166204_176116,0.4003
113118_113120,0.1071
183022_183024,0.6178
150030_150032,0.1808
82070_82140,0.3325
122298_122300,0.2011
121192_121168,0.1289
83045_83056,0.358
99973055_99973056,0.331
128054_128056,0.173
14012_14014,0.4477
54136_54232,0.4919
129226_129228,0.2394
14010_14012,0.1415
40932_40928,0.4468
60056_60058,0.3059
39092_39117,0.2071
145062_145064,0.3965
99973278_99973197,1.2644
86144_86146,0.2092
99970629_999928,0.3334
99971002_77186,0.2523
115106_115108,0.112
99971540_129204,0.3343
118006_118002,0.337
125134_125132,0.086
42090_42092,0.2715
99970804_99970805,0.1398
81047_81040,0.2191
21122_21014,0.2613
123158_113148,0.3043
99973027_99973028,0.1973
99973089_99973090,0.4462
57116_57040,0.1119
99972298_191030,0.5778
121180_121100,0.4492
103134_102228,0.1614
41016_99971144,0.1976
47186_48151,0.4027
146296_166186,0.4982
102236_99971353,0.3798
94011_94012,0.108
70288_70290,0.3329
99971032_44074,0.308
146288_146382,0.178
71072_71070,0.1443
108024_108020,0.1092
71354_99973251,0.4688
99972623_99972529,0.7792
122006_99971001,0.2272
99972936_99972701,0.3362
83054_83048,0.2851
133042_132002,0.2542
61068_61070,0.4353
99374_99376,0.1446
123140_123142,0.1642
140100_140178,0.3472
99970104_99970105,0.285
66398_99973393,0.2398
82118_82116,0.1049
99972352_99970465,0.4114
99971058_99973401,0.3552
798_799,2.2969
77098_77100,0.0683
92094_92096,0.106
99972166_99970427,0.2547
128128_128130,0.2849
66560_99971280,0.1446
64098_64100,0.2234
166078_146050,0.4618
82007_81134,0.1627
83076_83078,0.183
132046_131130,0.1032
95010_95011,0.093
20014_20016,0.1197
130034_130038,0.2595
84174_99973371,0.3087
99971264_16023,0.1104
140106_140108,0.315
94062_93088,0.4037
176144_176016,0.2487
20042_20046,0.503
99971145_107144,0.113
123032_123036,1.2682
99972581_99972583,0.2554
105180_105182,0.128
166205_166207,0.452
99972759_99972760,0.4487
99970819_159390,0.8218
99972044_99971810,0.131
107272_85524,0.0809
94030_94031,0.111
146052_146054,0.1692
70150_70152,0.2405
124077_124078,0.106
67066_67240,0.2714
122100_122102,0.1479
107262_107102,0.2483
21048_21046,0.1883
10202_10008,0.1342
55018_55020,0.277
99973032_99973033,0.5883
83154_83156,0.164
58_250,3.1684
184038_184040,0.1751
85062_85060,0.2867
78268_78270,0.141
81082_81083,0.3431
64060_64062,0.2868
78382_78384,0.0974
77486_99970629,0.2188
99970731_144022,0.4171
166158_166156,0.2125
64020_64022,0.295
45110_53188,0.4192
98008_98006,0.1494
99971073_99971075,0.2675
47123_47125,0.3123
99971529_128180,0.2715
99076_99077,0.8054
60028_99972008,0.1465
200032_200034,0.2452
54120_54124,0.6123
62082_62084,0.286
99969886_99971989,0.3303
114900_113165,0.388
44066_99971032,0.2366
98174_98510,0.2091
93230_99970783,0.2726
133_280,1.0462
99972045_139016,0.0847
158180_99972367,0.2741
79292_79294,0.1655
101157_101162,0.2335
99972807_99972861,0.9128
54232_99972030,0.3631
999862_99970563,0.3611
106168_106170,0.209
134084_99971650,0.1994
131174_131060,0.2037
78532_78258,0.1515
42114_42112,0.1983
113156_113044,0.2453
62232_62030,0.7603
99970359_99973175,0.1772
146258_146256,0.124
182014_182016,0.1962
99971061_10142,0.2574
59018_52222,0.2761
39062_99972967,0.3231
94090_94092,0.1487
63080_63082,0.2184
99972795_99973277,0.6112
54200_99971739,0.422
99973152_140060,0.2514
106128_106130,0.238
99971309_99971310,0.6648
48162_48026,0.276
1000002_83086,0.1503
148092_158384,0.2845
99310_99314,0.1104
52234_52178,0.2368
74100_121017,0.211
52090_52086,0.1494
100026_100028,0.157
169056_99971357,0.212
107158_107160,0.2412
36092_36096,0.232
99971893_92128,0.1707
122252_122254,0.2419
94010_94011,0.083
99971172_99971173,0.1803
99971636_99972377,0.368
130185_130112,0.2383
183012_192008,0.2981
146270_146268,0.2183
146416_146082,0.1455
486_270,2.5933
48046_48048,0.3351
99973012_99973013,0.5851
10252_10276,0.557
176160_166210,0.614
57036_57034,0.1088
131077_131080,0.5658
176134_176138,0.2755
106126_106128,0.2431
77346_77347,0.4369
1000027_99972102,0.1765
99971899_99971902,0.1681
99392_99394,0.1717
107228_99971982,0.076
99972545_99972546,0.5814
145334_145114,0.2539
114056_114900,0.314
183024_182002,0.1404
59036_59901,0.5629
138100_138018,0.1264
148096_148094,0.1375
99973138_99973139,0.5061
129240_129242,0.3117
134092_134080,0.5059
81122_81126,0.1415
79332_79336,0.1471
73080_99971918,0.4942
40506_99972955,0.6682
98148_98254,0.1766
99971634_99971635,0.328
80132_79158,0.096
99972776_99972777,0.5257
99971158_99970366,0.2688
113084_99368,0.119
53112_53118,0.2604
77364_77366,0.2838
108080_99970469,0.289
99970090_99970091,0.7919
113012_113014,0.2827
82141_82142,0.1579
99971349_99971131,0.183
158310_158312,0.2941
56014_63018,0.1241
47146_47148,0.2485
66442_66240,0.4477
116040_116042,0.222
99972606_99972607,0.383
125003_125004,0.1901
131154_132046,0.4187
99973121_99973122,0.8224
61028_61030,0.1839
184072_184057,0.3821
114144_99970850,0.275
61006_61005,0.6264
99970527_999822,0.3614
56064_56074,0.3839
99971777_99972121,0.141
99971686_99972196,0.6138
39198_39002,0.4971
85060_85058,0.133
99970367_99971159,0.2279
99970478_99970480,0.5014
74044_74046,0.2611
99970635_99970416,0.3675
85076_85070,0.2321
108090_108088,0.2851
106084_106086,0.2953
72114_72272,0.18
130038_130036,0.1294
122300_122302,0.218
15011_99972289,0.3351
99972801_99972802,0.3206
99971813_150028,0.1363
99972817_99972818,0.6857
32012_32014,0.2219
999916_87094,0.1424
106160_106162,0.082
99970881_99970836,0.144
99364_99366,0.2102
113138_113140,0.109
146342_99969906,0.5752
85462_85030,0.2871
99972674_99972664,0.399
86120_107230,0.1623
166064_166066,0.2479
106038_106040,0.1111
106026_106028,0.183
999904_122128,0.3711
55194_48160,0.3229
101162_99972125,0.1235
44034_44024,0.2711
166094_166098,0.134
105383_105384,0.2312
99971328_99971329,0.3961
184064_99969985,0.3102
78074_78472,0.1709
70260_70018,0.0789
54520_54092,0.1565
126120_126122,0.188
64024_99971547,0.8316
80334_80336,0.1707
146900_99972207,0.3761
57016_57014,0.3033
145074_145304,0.2298
78166_78168,0.09
99971810_99972045,0.1751
99971046_98038,0.1256
78202_78200,0.19
121020_121024,0.2795
54242_47134,0.2852
54072_54074,0.087
81056_81900,0.6655
99973226_99972855,0.3433
99973366_84902,0.5357
191084_99971979,1.2919
144036_144038,0.2027
48190_48008,0.2393
149032_149034,0.103
47330_47137,0.2343
116084_999898,0.123
113068_113072,0.2712
145058_145332,0.148
70046_770627,0.1622
99970329_125232,0.151
99972129_49010,0.1471
39084_39086,0.131
99972692_99972936,0.3734
102294_1000027,0.2422
39144_39058,0.1641
105260_106478,0.2421
78026_99973398,0.1615
79272_92086,0.2001
106090_106092,0.1685
158162_158164,0.3902
99971396_40304,0.236
68258_68259,0.2791
98168_98256,0.1517
99972580_99972581,0.3976
53386_53084,0.2676
99972810_99972811,0.2641
105426_105074,1.1138
47180_47298,0.3502
67069_68088,0.189
99973406_107114,0.1829
99972689_99972924,0.2757
52174_52234,0.134
87003_86222,0.1414
78396_78400,0.2329
59228_59364,0.1791
99971327_99971334,0.334
69150_69152,0.1875
97080_97082,0.2019
198_806,0.7733
176196_176088,0.6021
106324_106330,0.372
46062_46066,0.3377
62100_55120,0.2266
99973378_121064,0.292
116116_115130,0.2051
99972267_99971612,0.2
106286_85216,0.193
107260_107258,0.17
95017_95019,0.265
99972497_99972498,0.5025
81013_81014,0.1936
99972846_99972858,0.4272
37036_37038,0.3338
130042_130044,0.1959
73118_73120,0.3313
146348_146349,0.0801
122348_122346,0.214
53094_53098,0.1217
99971610_99970339,0.221
99973131_99973132,0.8068
122214_122216,0.2192
159282_99971082,0.055
166174_99973314,0.4123
108078_108082,0.2331
99971898_99971932,0.18
99969864_99971272,0.13
56024_56023,0.3107
94075_94077,0.119
102170_102173,0.1649
183020_183022,0.2816
121015_74100,0.167
97052_120012,0.278
99971869_99971936,0.124
78094_78096,0.0806
61206_61190,0.2171
99973281_99972595,0.7684
14042_140186,0.3442
99972455_99973271,0.7404
102056_102058,0.1275
99969968_99973257,0.4981
78284_78286,0.2086
99972761_99972762,0.5146
99973390_82086,0.2699
158202_158324,0.1471
134050_134052,0.9399
129068_99971362,0.138
144142_99970383,0.7329
176094_176096,0.2209
99972713_99972714,0.7807
99973050_99973051,0.478
77496_77498,0.079
99971373_79154,0.1791
85052_85050,0.1134
158178_158308,0.1541
99972256_145038,0.3451
126084_126086,0.108
83194_83118,0.151
184008_184076,0.4329
77304_77306,0.2152
99132_79202,0.1203
158140_158136,0.116
99366_113102,0.2695
83192_1000002,0.1042
68248_68252,0.3397
117036_117038,0.0753
99970901_99971154,0.1809
125068_125072,0.1172
77344_77346,0.2294
85430_85434,0.1348
10142_10248,0.4107
54046_54218,0.1593
113136_113138,0.1031
82084_82080,0.2723
72120_71234,0.2081
85902_85458,0.2321
150064_99971811,0.2501
66432_99972262,0.1338
39080_39082,0.2506
99971650_99973392,0.6323
68058_68060,0.1614
98162_98160,0.2715
81003_80243,0.147
100054_100128,0.1511
98038_98040,0.1156
81044_81045,0.6871
36002_36004,0.2505
52088_52092,0.2886
100082_100166,0.149
99970555_131050,0.3012
72038_72040,0.331
158196_158198,0.201
100164_100137,0.124
74036_99970240,0.3075
97238_97240,0.1627
144054_144056,0.2053
132008_132116,0.282
150060_150062,0.149
48064_48066,0.252
99969971_136108,0.162
44020_44018,0.3024
106092_106094,0.2351
66064_99971934,0.7871
184056_99969983,0.2331
121096_121180,0.3441
10168_9224,0.2684
41118_999811,0.3488
66262_66264,0.2017
999846_99971021,0.2638
54078_54080,0.5416
114078_114079,0.144
113014_113180,0.2368
83062_83006,0.1718
121139_121138,0.1961
107018_99971783,0.1381
99972886_99972662,0.5781
10056_16024,0.3738
99972524_99972525,0.8778
99972467_10218,0.9096
159344_159002,0.9952
166112_166108,0.095
54190_54192,0.2987
99434_99432,0.1616
133115_133099,0.2241
102173_99972302,0.1375
100030_100032,0.0731
99973293_99973294,1.0864
146124_165118,0.2221
999918_999995,0.4135
106192_106196,0.152
66046_66162,0.1373
53332_53334,0.1239
103052_103162,0.3081
32016_32017,0.3036
77564_99970551,0.2993
115156_115152,0.144
137090_137062,0.097
73154_99971918,0.2237
49028_49026,0.2192
133081_1000008,0.4531
99973090_99973091,0.2222
105226_105420,0.2111
102152_102062,0.2658
47212_47214,0.2748
99972451_127050,0.4101
46122_46126,0.262
55160_55162,0.1427
107082_107080,0.1778
99973266_47340,0.2904
27008_27012,0.2016
99970427_99970425,0.489
99973122_99973123,0.4341
137062_137009,0.191
153126_99972188,0.3435
99971612_99969863,0.1497
70042_70246,0.2445
158076_158028,0.194
107348_107288,0.1237
118094_118016,0.175
14028_14030,0.2748
55200_55074,0.1036
99972388_81018,0.2766
166901_166205,1.4871
47134_47328,0.283
37046_37048,0.3892
99971377_99971316,0.2152
159392_159123,0.2742
999690_112,4.7287
77238_77240,0.101
71124_61016,0.4195
80338_80340,0.0797
79206_79208,0.1263
67063_67064,0.1392
146028_158026,0.1109
118016_118014,0.2102
36003_36006,0.2815
41152_41004,0.0859
999782_99973241,0.7738
121110_99970625,0.1964
99970373_46058,0.3402
82112_82110,0.1486
9008_9034,0.2306
999874_99972131,0.7886
99971682_99971506,0.2667
49029_49022,0.2483
70174_70040,0.1805
115220_99971279,0.166
99971361_38002,1.1927
67192_67190,0.2712
125038_125074,0.2581
128004_128006,0.2795
130169_130128,0.4091
82132_82134,0.0698
158364_158372,0.3022
102308_93016,0.1718
78106_78108,0.2162
99971507_99970844,0.3381
134042_134090,0.566
82044_82046,0.1555
99972702_99972847,0.2117
36038_99971762,0.7722
122386_99463,0.191
50022_50018,0.4019
21082_21954,0.2274
87046_87900,0.82
62030_99973310,0.1451
46264_46262,0.3735
66554_66416,0.4484
134001_1000009,0.4809
99970379_99972377,1.4179
99970379_99972375,0.2789
113072_113074,0.1448
106312_106064,0.2891
149006_149007,0.1935
105002_105152,0.1558
126024_126026,0.1358
60318_60258,0.3012
108072_108074,0.2185
85138_85900,0.5939
99972208_146352,0.4701
144074_144076,0.2066
144140_144146,0.1537
99972334_99972339,0.3667
64056_64102,0.2917
99971029_99972265,0.1417
72230_73136,0.1595
158356_148048,0.152
71108_71112,0.3479
49022_49020,0.2469
58028_58030,0.203
106088_106090,0.1266
53120_53126,0.2894
105478_117042,0.2891
130054_130050,0.5987
99971975_153018,0.2747
56070_56088,0.1926
82134_82136,0.3036
105468_105464,0.3
99972783_99972933,0.496
100040_100038,0.131
64034_64038,0.2716
99970186_93216,0.121
94060_94064,0.2771
73006_73007,0.2279
99969954_99972225,0.4115
52038_44002,0.336
99972031_115164,0.1731
99150_99473,0.1018
41162_41014,0.1387
86580_86578,0.5611
99971969_116100,0.196
66328_66330,0.3088
66328_66332,0.3675
21120_14002,0.149
115016_115052,0.4167
134016_134018,0.2732
99972485_99972927,0.4133
99972279_99973332,0.4135
99970453_99970451,0.1371
55006_55208,0.1356
99973031_99973032,0.3951
77244_77248,0.3078
68044_68900,0.5407
145060_999804,0.1955
134100_133148,0.4094
88008_99972243,0.5238
97058_97242,0.174
99972972_144054,0.2421
99244_99246,0.1767
99973084_99973085,0.6414
99973352_57246,0.5949
62049_62048,0.1713
49023_49052,0.54
106118_106120,0.1575
66276_66278,0.1567
63030_63032,0.2262
71020_71022,0.1863
56084_56080,0.2838
